order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,city,category,sub_category,product_name,quantity,discount,sales,profit,order_year,order_month,order_month_name,delivery_days,profit_margin_pct
ORD-2023-109316,2023-08-31,2023-09-08,Standard Class,CU-10237,David Davis,Consumer,North,Minnesota,Rochester,Office Supplies,Binders,Sketch Pad,7,0.1,931.77,-12.05,2023,8,Aug,8,-1.29
ORD-2025-102569,2025-02-02,2025-02-08,Second Class,CU-10097,Deborah Figueroa,Consumer,North,Minnesota,Minneapolis,Furniture,Tables,Storage Cabinet,1,0.3,441.99,-60.06,2025,2,Feb,6,-13.59
ORD-2025-107918,2025-08-15,2025-08-21,Second Class,CU-10029,Anthony Rodriguez,Corporate,South,Texas,Dallas,Furniture,Bookcases,Ergonomic Desk Chair,3,0.1,1113.57,98.28,2025,8,Aug,6,8.83
ORD-2022-101206,2022-06-24,2022-06-30,Standard Class,CU-10128,Cameron Fisher,Home Office,South,Georgia,Savannah,Office Supplies,Binders,Copy Paper Ream,3,0.0,372.0,92.85,2022,6,Jun,6,24.96
ORD-2022-104574,2022-05-15,2022-05-21,Standard Class,CU-10122,April Frost,Corporate,East,New York,Buffalo,Office Supplies,Fasteners,Address Labels,8,0.2,926.8,-85.97,2022,5,May,6,-9.28
ORD-2022-109447,2022-09-22,2022-09-29,Standard Class,CU-10180,Alexander Collins,Corporate,South,Florida,Miami,Office Supplies,Art,Sketch Pad,4,0.15,382.0,-8.29,2022,9,Sep,7,-2.17
ORD-2023-108116,2023-09-26,2023-09-30,Second Class,CU-10043,Anthony Humphrey,Consumer,South,Tennessee,Nashville,Office Supplies,Paper,Copy Paper Ream,10,0.1,1328.0,21.05,2023,9,Sep,4,1.59
ORD-2024-103575,2024-09-19,2024-09-22,First Class,CU-10261,Desiree Tyler,Home Office,South,North Carolina,Raleigh,Office Supplies,Paper,Ring Binder,11,0.0,887.15,124.95,2024,9,Sep,3,14.08
ORD-2024-106701,2024-07-11,2024-07-18,Standard Class,CU-10307,Carlos Ryan,Home Office,East,Pennsylvania,Allentown,Office Supplies,Paper,Desk Organizer,14,0.1,1673.84,248.51,2024,7,Jul,7,14.85
ORD-2025-108506,2025-03-27,2025-03-31,Second Class,CU-10386,Adam Burgess,Consumer,West,Washington,Seattle,Technology,Machines,Smartphone,2,0.2,2429.32,-121.75,2025,3,Mar,4,-5.01
ORD-2023-101906,2023-04-24,2023-05-01,Standard Class,CU-10020,Margaret Hawkins DDS,Corporate,North,Wisconsin,Milwaukee,Furniture,Bookcases,Wooden Dining Table,8,0.4,3217.76,-945.9,2023,4,Apr,7,-29.4
ORD-2025-101403,2025-11-07,2025-11-14,Standard Class,CU-10016,Holly Wood,Consumer,North,Wisconsin,Green Bay,Office Supplies,Fasteners,Stapler,3,0.0,80.67,21.55,2025,11,Nov,7,26.71
ORD-2022-104610,2022-12-05,2022-12-13,Standard Class,CU-10108,Evelyn Galvan,Consumer,West,California,Los Angeles,Office Supplies,Labels,Storage Box,11,0.1,476.85,-16.12,2022,12,Dec,8,-3.38
ORD-2025-101348,2025-02-11,2025-02-13,First Class,CU-10068,James Brown,Consumer,South,Georgia,Atlanta,Office Supplies,Fasteners,Stapler,3,0.15,50.4,3.15,2025,2,Feb,2,6.25
ORD-2025-103446,2025-04-02,2025-04-10,Standard Class,CU-10282,Jessica Garcia,Corporate,West,California,Los Angeles,Furniture,Furnishings,Ergonomic Desk Chair,2,0.15,793.76,-22.89,2025,4,Apr,8,-2.88
ORD-2024-102867,2024-05-21,2024-05-27,Second Class,CU-10366,Courtney Rodriguez,Consumer,South,Florida,Orlando,Office Supplies,Art,Sketch Pad,1,0.0,136.2,7.11,2024,5,May,6,5.22
ORD-2025-109748,2025-11-29,2025-12-06,Standard Class,CU-10280,Amanda Jones,Corporate,West,Arizona,Phoenix,Furniture,Chairs,Modern Bookcase,6,0.2,4750.38,503.41,2025,11,Nov,7,10.6
ORD-2022-104984,2022-03-13,2022-03-20,Standard Class,CU-10175,Alex Hernandez,Consumer,South,North Carolina,Raleigh,Furniture,Bookcases,Executive Office Chair,10,0.1,6508.4,425.59,2022,3,Mar,7,6.54
ORD-2022-103662,2022-06-03,2022-06-05,First Class,CU-10309,Dawn Summers,Home Office,North,Wisconsin,Madison,Furniture,Tables,Ergonomic Desk Chair,1,0.0,490.4,102.79,2022,6,Jun,2,20.96
ORD-2025-106765,2025-10-03,2025-10-10,Standard Class,CU-10127,Jason Powell,Home Office,West,Arizona,Mesa,Office Supplies,Fasteners,Copy Paper Ream,5,0.2,473.6,44.56,2025,10,Oct,7,9.41
ORD-2022-106559,2022-02-09,2022-02-15,Standard Class,CU-10324,Natalie Bautista,Consumer,East,Pennsylvania,Pittsburgh,Furniture,Furnishings,Modern Bookcase,2,0.5,1761.16,-808.25,2022,2,Feb,6,-45.89
ORD-2025-103224,2025-08-03,2025-08-07,First Class,CU-10352,Kerry Chavez DDS,Home Office,North,Wisconsin,Madison,Furniture,Furnishings,Storage Cabinet,4,0.4,1868.08,-627.51,2025,8,Aug,4,-33.59
ORD-2023-105382,2023-11-16,2023-11-24,Standard Class,CU-10334,Dana Martinez,Home Office,East,New York,New York City,Office Supplies,Binders,Desk Organizer,9,0.0,1110.6,377.08,2023,11,Nov,8,33.95
ORD-2024-100186,2024-04-23,2024-04-28,Second Class,CU-10195,Allen Rosales,Home Office,West,California,Los Angeles,Furniture,Chairs,Glass Coffee Table,12,0.5,4517.16,-2069.04,2024,4,Apr,5,-45.8
ORD-2025-100301,2025-07-13,2025-07-21,Standard Class,CU-10091,Brian Rodriguez,Corporate,West,California,Los Angeles,Office Supplies,Paper,Address Labels,7,0.15,634.9,-50.18,2025,7,Jul,8,-7.9
ORD-2023-101615,2023-08-11,2023-08-16,Second Class,CU-10121,Kenneth Scott,Consumer,East,New York,New York City,Office Supplies,Paper,Copy Paper Ream,1,0.1,41.15,-11.74,2023,8,Aug,5,-28.53
ORD-2024-101570,2024-12-23,2024-12-30,Standard Class,CU-10058,Brent Jordan,Consumer,South,Florida,Orlando,Furniture,Bookcases,Glass Coffee Table,12,0.15,6715.8,-224.69,2024,12,Dec,7,-3.35
ORD-2022-100052,2022-07-07,2022-07-13,Second Class,CU-10313,Tracy Ballard,Consumer,East,New York,Buffalo,Office Supplies,Paper,Desk Organizer,10,0.3,323.7,-37.46,2022,7,Jul,6,-11.57
ORD-2022-100676,2022-11-11,2022-11-18,Standard Class,CU-10028,Zachary Hicks,Corporate,South,Texas,Austin,Office Supplies,Storage,Ring Binder,9,0.1,164.52,2.53,2022,11,Nov,7,1.54
ORD-2024-107830,2024-09-22,2024-09-26,Second Class,CU-10190,Debra Morton,Consumer,South,Florida,Tampa,Furniture,Furnishings,Glass Coffee Table,7,0.1,4065.32,618.43,2024,9,Sep,4,15.21
ORD-2024-109687,2024-03-27,2024-03-31,First Class,CU-10393,Robert Montgomery,Consumer,West,Washington,Spokane,Office Supplies,Labels,Stapler,11,0.0,1505.9,419.72,2024,3,Mar,4,27.87
ORD-2024-101046,2024-11-05,2024-11-11,Standard Class,CU-10384,Aimee Turner,Consumer,West,Oregon,Portland,Technology,Accessories,External Hard Drive,2,0.0,3523.26,544.67,2024,11,Nov,6,15.46
ORD-2024-105042,2024-05-02,2024-05-07,Second Class,CU-10054,Shannon Jones,Corporate,South,North Carolina,Raleigh,Furniture,Tables,Wooden Dining Table,7,0.1,2477.51,-0.7,2024,5,May,5,-0.03
ORD-2024-105840,2024-01-09,2024-01-15,Standard Class,CU-10114,Garrett Lin,Home Office,West,Washington,Seattle,Office Supplies,Paper,Sketch Pad,1,0.4,15.34,-8.33,2024,1,Jan,6,-54.3
ORD-2022-106230,2022-12-17,2022-12-23,Standard Class,CU-10300,Tanner Mitchell DDS,Home Office,West,Nevada,Reno,Office Supplies,Paper,Desk Organizer,5,0.15,542.5,58.93,2022,12,Dec,6,10.86
ORD-2023-108172,2023-12-22,2023-12-28,Second Class,CU-10169,Daniel Murphy,Consumer,West,Oregon,Salem,Office Supplies,Labels,Stapler,6,0.5,366.3,-156.58,2023,12,Dec,6,-42.75
ORD-2022-106764,2022-03-13,2022-03-17,Second Class,CU-10302,Megan Le,Corporate,South,Tennessee,Nashville,Office Supplies,Art,Address Labels,2,0.1,42.36,16.1,2022,3,Mar,4,38.01
ORD-2024-103447,2024-08-27,2024-08-30,First Class,CU-10092,Denise Jacobs,Corporate,South,Texas,Houston,Office Supplies,Storage,Address Labels,1,0.1,71.87,5.27,2024,8,Aug,3,7.33
ORD-2024-106472,2024-06-01,2024-06-07,Second Class,CU-10037,Cassandra Gaines,Corporate,North,Michigan,Detroit,Office Supplies,Storage,Ring Binder,4,0.0,476.72,147.78,2024,6,Jun,6,31.0
ORD-2023-101907,2023-09-05,2023-09-11,Second Class,CU-10215,Anthony Everett,Home Office,East,Pennsylvania,Pittsburgh,Furniture,Chairs,Glass Coffee Table,5,0.2,1076.4,16.51,2023,9,Sep,6,1.53
ORD-2023-109180,2023-11-14,2023-11-21,Standard Class,CU-10093,Christina Walters,Consumer,East,Virginia,Norfolk,Technology,Copiers,Wireless Mouse,14,0.1,32216.8,4250.07,2023,11,Nov,7,13.19
ORD-2023-105559,2023-04-30,2023-05-02,First Class,CU-10060,Victoria Garcia,Home Office,North,Michigan,Grand Rapids,Office Supplies,Binders,Sketch Pad,10,0.4,1100.1,-355.6,2023,4,Apr,2,-32.32
ORD-2024-109730,2024-01-27,2024-02-03,Standard Class,CU-10146,Victoria Larson,Consumer,South,Florida,Orlando,Technology,Machines,Office Copier,11,0.3,21102.51,-3389.7,2024,1,Jan,7,-16.06
ORD-2022-101898,2022-07-28,2022-08-01,Second Class,CU-10279,Nathan Malone,Corporate,North,Illinois,Aurora,Furniture,Furnishings,Wooden Dining Table,3,0.1,2103.66,29.49,2022,7,Jul,4,1.4
ORD-2025-104897,2025-03-30,2025-04-07,Standard Class,CU-10138,David Alvarez,Corporate,North,Michigan,Detroit,Office Supplies,Binders,Desk Organizer,5,0.15,340.9,38.57,2025,3,Mar,8,11.31
ORD-2023-108700,2023-05-03,2023-05-11,Standard Class,CU-10394,Tamara Davis,Consumer,East,New Jersey,Paterson,Office Supplies,Paper,Desk Organizer,12,0.3,1756.32,-127.55,2023,5,May,8,-7.26
ORD-2025-100409,2025-11-04,2025-11-07,First Class,CU-10376,Glen Wood,Corporate,North,Wisconsin,Green Bay,Office Supplies,Binders,Copy Paper Ream,14,0.15,315.84,50.83,2025,11,Nov,3,16.09
ORD-2022-100235,2022-03-04,2022-03-11,Standard Class,CU-10247,Frank Cordova,Consumer,South,Florida,Orlando,Office Supplies,Storage,Storage Box,3,0.0,377.91,119.7,2022,3,Mar,7,31.67
ORD-2023-106367,2023-02-08,2023-02-16,Standard Class,CU-10355,Jesse Perez,Consumer,North,Illinois,Naperville,Office Supplies,Storage,Copy Paper Ream,1,0.4,76.94,-19.17,2023,2,Feb,8,-24.92
ORD-2025-106598,2025-03-09,2025-03-15,Standard Class,CU-10009,Ryan Munoz,Consumer,South,North Carolina,Durham,Furniture,Tables,Executive Office Chair,6,0.5,785.4,-286.33,2025,3,Mar,6,-36.46
ORD-2023-103977,2023-05-08,2023-05-12,First Class,CU-10248,Jose Travis,Corporate,South,Texas,Austin,Office Supplies,Labels,Storage Box,11,0.0,545.05,196.52,2023,5,May,4,36.06
ORD-2022-104376,2022-07-02,2022-07-08,Standard Class,CU-10238,Sara Johnston,Corporate,West,California,San Diego,Technology,Machines,Bluetooth Speaker,2,0.0,1046.24,117.21,2022,7,Jul,6,11.2
ORD-2022-109030,2022-10-02,2022-10-06,First Class,CU-10218,Justin Torres,Consumer,West,California,San Diego,Furniture,Furnishings,Ergonomic Desk Chair,9,0.15,4616.19,-253.9,2022,10,Oct,4,-5.5
ORD-2022-103944,2022-03-06,2022-03-11,Second Class,CU-10338,Scott Thomas,Consumer,South,North Carolina,Raleigh,Office Supplies,Art,Copy Paper Ream,10,0.15,579.9,115.99,2022,3,Mar,5,20.0
ORD-2023-109698,2023-06-17,2023-06-23,Standard Class,CU-10097,Deborah Figueroa,Consumer,North,Ohio,Cincinnati,Office Supplies,Art,Copy Paper Ream,11,0.15,1079.76,97.58,2023,6,Jun,6,9.04
ORD-2025-106490,2025-12-15,2025-12-21,Standard Class,CU-10393,Robert Montgomery,Consumer,South,Tennessee,Knoxville,Technology,Copiers,Wireless Mouse,8,0.0,12779.44,1867.4,2025,12,Dec,6,14.61
ORD-2025-107144,2025-02-28,2025-03-08,Standard Class,CU-10262,Timothy Romero,Consumer,East,New York,New York City,Office Supplies,Storage,Stapler,11,0.1,1393.59,84.89,2025,2,Feb,8,6.09
ORD-2025-105481,2025-08-13,2025-08-18,Second Class,CU-10210,Christopher Smith,Consumer,North,Wisconsin,Madison,Office Supplies,Labels,Copy Paper Ream,6,0.4,39.72,-15.83,2025,8,Aug,5,-39.85
ORD-2022-105285,2022-02-11,2022-02-13,First Class,CU-10115,Diana May,Home Office,East,Massachusetts,Boston,Office Supplies,Fasteners,Sketch Pad,7,0.15,347.2,62.34,2022,2,Feb,2,17.96
ORD-2024-106898,2024-04-02,2024-04-06,Second Class,CU-10124,Helen Jones,Consumer,South,Texas,Dallas,Office Supplies,Storage,Desk Organizer,3,0.1,257.64,46.72,2024,4,Apr,4,18.13
ORD-2025-101388,2025-03-29,2025-04-05,Standard Class,CU-10022,Ethan Adams,Consumer,South,Texas,Austin,Office Supplies,Fasteners,Ring Binder,2,0.0,191.1,54.74,2025,3,Mar,7,28.64
ORD-2024-102077,2024-01-02,2024-01-09,Standard Class,CU-10186,Jonathan Peterson,Home Office,West,Nevada,Las Vegas,Office Supplies,Art,Sketch Pad,9,0.0,435.15,135.99,2024,1,Jan,7,31.25
ORD-2023-102379,2023-08-10,2023-08-16,Standard Class,CU-10298,Keith Jennings,Consumer,North,Ohio,Columbus,Office Supplies,Fasteners,Copy Paper Ream,14,0.2,1425.62,14.03,2023,8,Aug,6,0.98
ORD-2023-100856,2023-10-24,2023-10-31,Standard Class,CU-10182,Angela Vaughn,Home Office,South,North Carolina,Raleigh,Office Supplies,Storage,Ring Binder,5,0.0,369.25,93.78,2023,10,Oct,7,25.4
ORD-2022-108350,2022-08-02,2022-08-07,Second Class,CU-10235,Kathryn Snyder,Consumer,South,Florida,Orlando,Office Supplies,Fasteners,Ring Binder,9,0.3,386.19,-31.81,2022,8,Aug,5,-8.24
ORD-2022-105431,2022-07-21,2022-07-27,Standard Class,CU-10090,Matthew Mcmillan,Consumer,North,Minnesota,Rochester,Office Supplies,Labels,Stapler,12,0.1,731.76,163.05,2022,7,Jul,6,22.28
ORD-2022-103168,2022-08-02,2022-08-06,First Class,CU-10156,Joshua Perry,Consumer,North,Wisconsin,Green Bay,Technology,Accessories,External Hard Drive,2,0.0,3791.86,946.79,2022,8,Aug,4,24.97
ORD-2025-105556,2025-03-23,2025-03-27,First Class,CU-10390,Thomas Atkins,Home Office,East,New Jersey,Newark,Office Supplies,Labels,Stapler,9,0.1,78.48,-3.8,2025,3,Mar,4,-4.84
ORD-2024-102351,2024-07-16,2024-07-22,Second Class,CU-10041,Fred Smith,Consumer,North,Wisconsin,Milwaukee,Office Supplies,Storage,Ring Binder,2,0.3,14.36,-13.64,2024,7,Jul,6,-94.99
ORD-2023-106935,2023-06-09,2023-06-16,Standard Class,CU-10169,Daniel Murphy,Consumer,West,Nevada,Las Vegas,Office Supplies,Storage,Storage Box,9,0.0,670.95,134.57,2023,6,Jun,7,20.06
ORD-2024-109246,2024-02-17,2024-02-23,Standard Class,CU-10395,Dana Chapman,Consumer,East,Pennsylvania,Philadelphia,Technology,Phones,Laptop Stand,14,0.1,8895.04,619.58,2024,2,Feb,6,6.97
ORD-2024-108133,2024-10-04,2024-10-07,First Class,CU-10251,Olivia Harris,Corporate,West,Arizona,Mesa,Office Supplies,Binders,Address Labels,14,0.0,1074.5,258.74,2024,10,Oct,3,24.08
ORD-2023-104059,2023-11-17,2023-11-24,Standard Class,CU-10324,Natalie Bautista,Consumer,North,Wisconsin,Madison,Technology,Machines,Wireless Mouse,6,0.3,9298.02,-313.94,2023,11,Nov,7,-3.38
ORD-2024-101579,2024-11-08,2024-11-15,Standard Class,CU-10123,Michelle Harmon,Consumer,North,Michigan,Detroit,Technology,Accessories,Office Copier,14,0.1,26891.06,6384.49,2024,11,Nov,7,23.74
ORD-2024-101356,2024-11-24,2024-11-28,Second Class,CU-10206,Bryan Herrera,Consumer,East,Virginia,Richmond,Furniture,Furnishings,Ergonomic Desk Chair,12,0.15,5644.2,-217.14,2024,11,Nov,4,-3.85
ORD-2024-106430,2024-08-17,2024-08-24,Standard Class,CU-10138,David Alvarez,Corporate,South,North Carolina,Durham,Office Supplies,Paper,Copy Paper Ream,2,0.3,192.96,-14.31,2024,8,Aug,7,-7.42
ORD-2022-108662,2022-10-01,2022-10-05,Second Class,CU-10313,Tracy Ballard,Consumer,North,Ohio,Cincinnati,Technology,Machines,Wireless Mouse,10,0.2,11108.5,-842.51,2022,10,Oct,4,-7.58
ORD-2024-107650,2024-11-25,2024-12-01,Standard Class,CU-10234,Michael Lyons,Consumer,East,New York,Buffalo,Technology,Copiers,External Hard Drive,12,0.4,16178.04,-4365.04,2024,11,Nov,6,-26.98
ORD-2022-102123,2022-09-04,2022-09-08,First Class,CU-10052,Crystal Robinson,Consumer,East,Virginia,Arlington,Office Supplies,Storage,Storage Box,4,0.1,166.8,21.54,2022,9,Sep,4,12.91
ORD-2024-104132,2024-10-13,2024-10-20,Standard Class,CU-10387,James Padilla,Consumer,North,Wisconsin,Green Bay,Furniture,Chairs,Storage Cabinet,5,0.0,1630.5,521.36,2024,10,Oct,7,31.98
ORD-2025-107140,2025-05-06,2025-05-13,Standard Class,CU-10043,Anthony Humphrey,Consumer,South,Florida,Tampa,Office Supplies,Labels,Desk Organizer,10,0.1,702.6,56.03,2025,5,May,7,7.97
ORD-2024-100046,2024-09-13,2024-09-14,Same Day,CU-10323,Brandy Chavez,Home Office,North,Illinois,Aurora,Technology,Accessories,Office Copier,4,0.2,8609.8,1167.58,2024,9,Sep,1,13.56
ORD-2025-105065,2025-04-13,2025-04-19,Standard Class,CU-10215,Anthony Everett,Home Office,South,Florida,Miami,Office Supplies,Paper,Desk Organizer,9,0.1,1129.59,176.19,2025,4,Apr,6,15.6
ORD-2023-103546,2023-11-23,2023-11-29,Standard Class,CU-10145,Joyce Solis,Consumer,South,North Carolina,Raleigh,Office Supplies,Binders,Storage Box,13,0.1,226.59,44.72,2023,11,Nov,6,19.74
ORD-2022-103677,2022-10-09,2022-10-14,Second Class,CU-10329,Ariana Jennings,Home Office,North,Ohio,Columbus,Office Supplies,Fasteners,Copy Paper Ream,14,0.15,187.04,-7.09,2022,10,Oct,5,-3.79
ORD-2023-101600,2023-04-18,2023-04-26,Standard Class,CU-10034,Debra Davidson,Consumer,East,Virginia,Richmond,Office Supplies,Art,Storage Box,10,0.0,1272.6,280.48,2023,4,Apr,8,22.04
ORD-2025-104862,2025-02-17,2025-02-19,First Class,CU-10200,Melissa Brewer,Home Office,South,North Carolina,Raleigh,Office Supplies,Labels,Ring Binder,8,0.1,83.84,4.97,2025,2,Feb,2,5.93
ORD-2022-101070,2022-01-15,2022-01-21,Standard Class,CU-10256,Susan Murray MD,Consumer,North,Minnesota,Minneapolis,Office Supplies,Paper,Address Labels,1,0.2,137.45,-8.7,2022,1,Jan,6,-6.33
ORD-2024-103374,2024-09-04,2024-09-11,Standard Class,CU-10098,Jessica Smith,Home Office,East,New Jersey,Newark,Furniture,Bookcases,Modern Bookcase,13,0.0,11437.92,4351.57,2024,9,Sep,7,38.05
ORD-2025-107224,2025-03-06,2025-03-12,Standard Class,CU-10087,Christopher Bass,Consumer,East,New York,Buffalo,Office Supplies,Art,Desk Organizer,8,0.2,1157.68,57.58,2025,3,Mar,6,4.97
ORD-2022-101117,2022-08-08,2022-08-16,Standard Class,CU-10124,Helen Jones,Consumer,North,Wisconsin,Green Bay,Technology,Copiers,Desktop Printer,4,0.3,2367.88,-398.15,2022,8,Aug,8,-16.81
ORD-2024-104573,2024-10-12,2024-10-20,Standard Class,CU-10300,Tanner Mitchell DDS,Home Office,North,Wisconsin,Green Bay,Office Supplies,Paper,Copy Paper Ream,10,0.15,213.3,-21.46,2024,10,Oct,8,-10.06
ORD-2022-104677,2022-07-15,2022-07-21,Second Class,CU-10028,Zachary Hicks,Corporate,South,Texas,Dallas,Furniture,Furnishings,Wooden Dining Table,1,0.0,311.51,53.04,2022,7,Jul,6,17.03
ORD-2022-102322,2022-04-21,2022-04-29,Standard Class,CU-10016,Holly Wood,Consumer,South,Georgia,Augusta,Technology,Copiers,Bluetooth Speaker,13,0.15,7398.04,34.27,2022,4,Apr,8,0.46
ORD-2022-109763,2022-11-03,2022-11-09,Second Class,CU-10307,Carlos Ryan,Home Office,North,Wisconsin,Green Bay,Technology,Accessories,Bluetooth Speaker,9,0.2,16067.43,-1162.76,2022,11,Nov,6,-7.24
ORD-2023-104528,2023-09-18,2023-09-24,Standard Class,CU-10041,Fred Smith,Consumer,West,Oregon,Portland,Technology,Phones,Smartphone,4,0.1,6798.28,1104.11,2023,9,Sep,6,16.24
ORD-2023-107358,2023-10-20,2023-10-25,Second Class,CU-10033,Nathan Maldonado,Home Office,West,Arizona,Tucson,Office Supplies,Storage,Storage Box,8,0.15,1129.04,64.56,2023,10,Oct,5,5.72
ORD-2023-107654,2023-08-24,2023-09-01,Standard Class,CU-10339,David Thompson,Consumer,North,Illinois,Aurora,Office Supplies,Art,Stapler,10,0.1,1324.3,105.27,2023,8,Aug,8,7.95
ORD-2022-103874,2022-02-28,2022-03-06,Standard Class,CU-10308,Kiara Mcintyre,Corporate,West,Nevada,Reno,Furniture,Chairs,Wooden Dining Table,12,0.2,2898.24,94.23,2022,2,Feb,6,3.25
ORD-2025-106479,2025-04-23,2025-04-29,Standard Class,CU-10322,Johnathan Davis,Corporate,South,Florida,Tampa,Furniture,Chairs,Glass Coffee Table,7,0.1,1190.14,65.83,2025,4,Apr,6,5.53
ORD-2022-107060,2022-07-23,2022-07-31,Standard Class,CU-10170,Jamie Walton,Home Office,East,Virginia,Norfolk,Technology,Copiers,Desktop Printer,5,0.15,851.25,151.21,2022,7,Jul,8,17.76
ORD-2023-102421,2023-11-13,2023-11-19,Standard Class,CU-10297,William Barrett,Consumer,South,North Carolina,Raleigh,Furniture,Bookcases,Modern Bookcase,9,0.1,2759.58,17.32,2023,11,Nov,6,0.63
ORD-2024-105407,2024-01-14,2024-01-20,Standard Class,CU-10370,Allison Hickman,Consumer,West,Washington,Seattle,Office Supplies,Fasteners,Copy Paper Ream,2,0.0,122.8,6.05,2024,1,Jan,6,4.93
ORD-2025-103509,2025-04-03,2025-04-05,First Class,CU-10185,Dr. Hannah Patterson,Consumer,East,New York,Rochester,Office Supplies,Binders,Address Labels,9,0.2,695.25,3.76,2025,4,Apr,2,0.54
ORD-2024-105914,2024-08-22,2024-08-28,Standard Class,CU-10104,Richard Henson,Consumer,North,Wisconsin,Madison,Office Supplies,Fasteners,Address Labels,4,0.3,13.68,-10.2,2024,8,Aug,6,-74.56
ORD-2025-102074,2025-12-21,2025-12-28,Standard Class,CU-10103,Christine Wright,Consumer,South,North Carolina,Charlotte,Technology,Copiers,Laptop Stand,7,0.4,2656.5,-528.65,2025,12,Dec,7,-19.9
ORD-2023-100202,2023-02-20,2023-02-28,Standard Class,CU-10277,Marie Christian,Corporate,East,Pennsylvania,Philadelphia,Furniture,Furnishings,Modern Bookcase,7,0.1,1068.41,213.42,2023,2,Feb,8,19.98
ORD-2023-100525,2023-10-09,2023-10-14,Second Class,CU-10308,Kiara Mcintyre,Corporate,West,Arizona,Mesa,Office Supplies,Art,Ring Binder,4,0.0,96.0,3.44,2023,10,Oct,5,3.58
ORD-2023-101188,2023-09-20,2023-09-25,Second Class,CU-10246,Krista Gibson,Consumer,North,Michigan,Ann Arbor,Furniture,Furnishings,Storage Cabinet,14,0.15,12131.84,142.78,2023,9,Sep,5,1.18
ORD-2024-106992,2024-04-03,2024-04-11,Standard Class,CU-10128,Cameron Fisher,Home Office,South,Tennessee,Knoxville,Office Supplies,Labels,Storage Box,11,0.15,715.55,61.16,2024,4,Apr,8,8.55
ORD-2022-100810,2022-10-15,2022-10-18,First Class,CU-10111,Shannon Walker,Consumer,South,Tennessee,Knoxville,Technology,Machines,Smartphone,11,0.4,20118.89,-4573.75,2022,10,Oct,3,-22.73
ORD-2023-101649,2023-07-28,2023-08-04,Standard Class,CU-10181,Tina Sanders,Corporate,South,Florida,Miami,Office Supplies,Art,Ring Binder,1,0.0,70.18,6.22,2023,7,Jul,7,8.86
ORD-2025-106209,2025-07-08,2025-07-10,First Class,CU-10095,Anna Henderson,Consumer,South,Tennessee,Knoxville,Office Supplies,Binders,Copy Paper Ream,11,0.4,1049.84,-152.57,2025,7,Jul,2,-14.53
ORD-2025-100962,2025-10-01,2025-10-07,Standard Class,CU-10119,Jeffrey Chandler,Consumer,West,California,San Francisco,Furniture,Furnishings,Storage Cabinet,6,0.0,4935.78,977.5,2025,10,Oct,6,19.8
ORD-2022-100829,2022-03-17,2022-03-18,Same Day,CU-10236,Andrew Reynolds,Home Office,West,Nevada,Las Vegas,Office Supplies,Binders,Storage Box,10,0.4,836.1,-247.95,2022,3,Mar,1,-29.66
ORD-2024-105549,2024-06-09,2024-06-11,First Class,CU-10117,Ashley Waller,Corporate,North,Illinois,Chicago,Technology,Phones,Bluetooth Speaker,12,0.0,18732.96,5391.13,2024,6,Jun,2,28.78
ORD-2023-106524,2023-08-28,2023-09-01,First Class,CU-10086,Shirley Suarez,Home Office,North,Wisconsin,Madison,Furniture,Bookcases,Ergonomic Desk Chair,2,0.5,616.54,-202.79,2023,8,Aug,4,-32.89
ORD-2025-104319,2025-09-07,2025-09-11,First Class,CU-10146,Victoria Larson,Consumer,North,Minnesota,Rochester,Office Supplies,Storage,Desk Organizer,8,0.15,112.72,15.23,2025,9,Sep,4,13.51
ORD-2025-100293,2025-07-07,2025-07-13,Standard Class,CU-10266,Kimberly Gibson,Corporate,East,Virginia,Arlington,Furniture,Furnishings,Glass Coffee Table,4,0.15,3281.44,238.23,2025,7,Jul,6,7.26
ORD-2022-103639,2022-08-24,2022-08-31,Standard Class,CU-10145,Joyce Solis,Consumer,East,New York,New York City,Technology,Copiers,Smartphone,14,0.3,25429.6,-5413.63,2022,8,Aug,7,-21.29
ORD-2024-107152,2024-12-27,2025-01-02,Second Class,CU-10104,Richard Henson,Consumer,West,Oregon,Salem,Technology,Machines,External Hard Drive,5,0.0,6617.75,2358.94,2024,12,Dec,6,35.65
ORD-2025-109697,2025-10-15,2025-10-18,First Class,CU-10390,Thomas Atkins,Home Office,North,Wisconsin,Madison,Technology,Phones,External Hard Drive,11,0.0,16616.82,2775.06,2025,10,Oct,3,16.7
ORD-2025-105946,2025-02-27,2025-03-05,Second Class,CU-10143,Christopher Rubio,Home Office,North,Wisconsin,Madison,Office Supplies,Paper,Desk Organizer,13,0.0,44.33,13.05,2025,2,Feb,6,29.44
ORD-2024-103372,2024-09-22,2024-09-27,Second Class,CU-10203,Joseph Coleman,Consumer,East,Virginia,Norfolk,Office Supplies,Fasteners,Copy Paper Ream,7,0.0,538.37,156.04,2024,9,Sep,5,28.98
ORD-2024-109110,2024-05-09,2024-05-17,Standard Class,CU-10056,Timothy Duncan,Consumer,West,Washington,Tacoma,Office Supplies,Fasteners,Ring Binder,7,0.2,974.4,-4.07,2024,5,May,8,-0.42
ORD-2025-102417,2025-03-29,2025-04-04,Standard Class,CU-10195,Allen Rosales,Home Office,North,Minnesota,Rochester,Furniture,Bookcases,Glass Coffee Table,6,0.1,4087.74,1090.76,2025,3,Mar,6,26.68
